identifier,recipe_en,recipe_zh,production_en,production_zh,use_en,use_zh,hazard_en,hazard_zh
OMNI_PT_AMCL,Ammonium chloride: HCLA + AMWA -> AMCL + WATR; AMCL at 520 K or above -> AMON + HCLA.,氯化铵：盐酸 + 氨水 -> 氯化铵 + 水；氯化铵在 520 K 以上 -> 氨 + 盐酸。,Neutralise hydrochloric acid with ammonia water.,用氨水中和盐酸制得。,Ammonium salt nitrogen-chloride cycling and thermal release.,铵盐、氮氯循环和热释放实验。,Strong heat releases toxic ammonia and corrosive acid.,强热会释放有毒氨和腐蚀性酸。
OMNI_PT_SOLD,Solder: 3 molten TINN + 2 molten LEAD above 700 K -> 5 molten SOLD; repeated SPRK pulses can melt the joint.,锡铅合金：700 K 以上的 3 份熔融锡 + 2 份熔融铅 -> 5 份熔融锡铅合金；反复电火花脉冲可使连接熔化。,Cool molten SOLD or cast it from the tin-lead recipe.,冷却熔融锡铅合金，或通过锡铅配方铸造。,Low-temperature conductive joints fusible links and alloy casting experiments.,低温导电连接、熔断连接和合金铸造实验。,Lead-bearing material molten alloy and powered joints require containment.,含铅材料、熔融合金和通电连接需要隔离控制。
OMNI_PT_CSTI,Cast Iron: 4 molten IRON + 1 COKE above 1750 K -> 4 molten CSTI + smoke.,铸铁：1750 K 以上的 4 份熔融铁 + 1 份焦炭 -> 4 份熔融铸铁 + 烟气。,Cast it through the carbon-dissolution recipe.,通过渗碳铸造配方制得。,Brittle cast structures thermal reservoirs and quench-fracture experiments.,脆性铸件、储热结构和淬水断裂实验。,Hot water quenching pressure and molten iron require containment.,高温遇水淬冷、压力和熔融铁需要隔离控制。
OMNI_PT_CUNI,Cupronickel: 3 molten COPR + 1 molten NICL above 1800 K -> 4 molten CUNI.,白铜：1800 K 以上的 3 份熔融铜 + 1 份熔融镍 -> 4 份熔融白铜。,Cast the copper-rich marine alloy recipe.,通过富铜海洋合金配方铸造。,Salt-water corrosion comparisons marine structures and conductive alloys.,盐水腐蚀对比、海洋结构和导电合金实验。,Molten alloy and pressure-fracture scrap remain hot hazards.,熔融合金和压力断裂碎料仍有高温危险。
OMNI_PT_TIAL,Titanium Alloy: 4 molten TTAN + molten ALUM + molten V above 2250 K -> 6 molten TIAL.,钛合金：2250 K 以上的 4 份熔融钛 + 1 份熔融铝 + 1 份熔融钒 -> 6 份熔融钛合金。,Cast the titanium-aluminium-vanadium recipe.,通过钛铝钒配方铸造。,Lightweight high-pressure structures and one-shot hot passivation experiments.,轻质高压结构和一次性高温钝化实验。,Extreme casting heat consumes local oxygen while the film forms.,极端铸造温度和形成保护膜时的局部耗氧需要控制。
OMNI_PT_NSAL,Nickel Superalloy: 4 molten NICL + molten CHRM + molten COBT above 2250 K -> 6 molten NSAL.,镍基高温合金：2250 K 以上的 4 份熔融镍 + 1 份熔融铬 + 1 份熔融钴 -> 6 份熔融合金。,Cast the nickel-chromium-cobalt recipe.,通过镍铬钴配方铸造。,High-temperature load structures turbine products and refractory comparisons.,高温承载结构、涡轮和耐热材料对比实验。,Dense molten alloy and extreme casting heat require refractory containment.,高密度熔体和极端铸造温度需要耐火隔离。
OMNI_PT_WALY,Tungsten Heavy Alloy: 4 molten TUNG + molten NICL + molten IRON above 3800 K -> 6 molten WALY.,钨重合金：3800 K 以上的 4 份熔融钨 + 1 份熔融镍 + 1 份熔融铁 -> 6 份熔融合金。,Use the refractory heavy-alloy recipe.,通过耐火重合金配方制得。,Compact shielding refractory counterweights and neutron absorption.,紧凑屏蔽、耐火配重和中子吸收实验。,Extreme heat neutron exposure and dense molten material require remote handling.,极端高温、中子照射和高密度熔体需要远程隔离。
OMNI_PT_ZRAL,Zirconium Alloy: 4 molten ZR + 1 molten TINN above 2250 K -> 5 molten ZRAL; very hot water or steam breaches it into hydrogen and recoverable scrap.,锆合金：2250 K 以上的 4 份熔融锆 + 1 份熔融锡 -> 5 份熔融锆合金；极热水或蒸汽会使其破坏并生成氢气与可回收碎料。,Cast the zirconium-tin cladding recipe.,通过锆锡包壳配方铸造。,Nuclear cladding cooling tests and controlled steam-oxidation accidents.,核包壳冷却实验和受控蒸汽氧化事故。,Hot steam can create flammable hydrogen and hot recoverable scrap.,高温蒸汽会产生可燃氢气和高温可回收碎料。
OMNI_PT_CNST,Constantan: 3 molten COPR + 2 molten NICL above 1800 K -> 5 molten CNST; repeated SPRK pulses add heat.,康铜：1800 K 以上的 3 份熔融铜 + 2 份熔融镍 -> 5 份熔融康铜；反复电火花脉冲会升温。,Cast the nickel-richer copper resistance recipe.,通过富镍铜电阻合金配方铸造。,Moderate resistance heaters thermal sensors and alloy-ratio comparisons.,中等温度电阻加热、温度传感和合金比例对比实验。,Repeated powered pulses can overheat and melt the wire.,反复通电脉冲会使导线过热并熔化。
OMNI_PT_NITI,Nitinol: equal molten NICL + TTAN above 2050 K -> molten NITI; moderate pressure marks deformation and heating above 500 K restores it.,镍钛记忆合金：2050 K 以上等量熔融镍 + 钛 -> 熔融镍钛；中等压力记录变形，500 K 以上加热恢复。,Cast the equal-ratio nickel-titanium recipe.,通过等比例镍钛配方铸造。,Reversible shape-memory indicators thermal actuators and pressure experiments.,可逆形状记忆指示、热致动和压力实验。,Excess pressure fractures it and uncontrolled recovery heat can melt it.,过高压力会使其断裂，失控恢复加热也会使其熔化。
OMNI_PT_GYPS,Gypsum: heat above 420 K releases one WTRV; cool dry GYPS + clean water restores hydration.,石膏：420 K 以上加热释放一个蒸汽；冷却后的脱水石膏与清水接触可重新水合。,Rehydrate a previously heated sample.,对受热脱水样本重新加水。,Hydration cycles thermal storage and plaster-like material tests.,水合循环、储热和类石膏材料实验。,Steam from enclosed heated samples can raise pressure.,封闭加热样本释放蒸汽时会升压。
OMNI_PT_BAUX,Bauxite: BAUX + hot NAOH above 650 K -> ALOX + SLAG.,铝土矿：650 K 以上的铝土矿 + 热氢氧化钠 -> 氧化铝 + 炉渣。,Run the caustic refining path.,执行碱法精炼路径。,Alumina feedstock ore processing and residue experiments.,氧化铝原料、矿石处理和残渣实验。,Hot caustic reagent and slag require isolation.,高温苛性试剂与炉渣需要隔离。
OMNI_PT_CUOR,Copper Ore: CUOR + COMO above 1050 K -> COPR + CO2.,铜矿石：1050 K 以上的铜矿石 + 一氧化碳 -> 铜 + 二氧化碳。,Reduce it with a hot gas reaction.,通过高温气体还原。,Copper smelting feedstock and ore comparison.,铜冶炼原料和矿石对比实验。,Carbon monoxide hot copper and carbon dioxide need ventilation.,一氧化碳、高温铜和二氧化碳需要通风。
OMNI_PT_ZNOR,Zinc Ore: ZNOR + COMO above 1200 K -> ZINC + CO2.,锌矿石：1200 K 以上的锌矿石 + 一氧化碳 -> 锌 + 二氧化碳。,Reduce it at a higher furnace temperature.,在更高炉温下还原。,Zinc recovery and sacrificial-metal feedstock.,锌回收和牺牲金属原料实验。,Hot volatile zinc and carbon monoxide require containment.,高温易挥发锌和一氧化碳需要隔离。
OMNI_PT_PBOR,Lead Ore: PBOR + hot COKE above 1100 K -> LEAD + SODI.,铅矿石：1100 K 以上的铅矿石 + 热焦炭 -> 铅 + 二氧化硫。,Use the sulfide-ore reduction material.,进行硫化矿还原。,Lead shielding feedstock and sulfide processing.,铅屏蔽原料和硫化矿处理实验。,Toxic lead and sulfur dioxide require sealed processing.,有毒铅和二氧化硫需要密闭处理。
OMNI_PT_UORE,Uranium Ore: UORE + warm PERO above 450 K -> UROX + WATR.,铀矿石：450 K 以上的铀矿石 + 温热过氧化氢 -> 二氧化铀 + 水。,Extract it with the peroxide path.,使用过氧化物提取路径。,Nuclear feedstock radiation comparison and oxide production.,核原料、辐射对比和氧化物制备实验。,Radioactivity peroxide and uranium oxide require shielding.,放射性、过氧化物和铀氧化物需要屏蔽。
OMNI_PT_FELD,Feldspar: FELD + hot FLUX above 1400 K -> molten GLAS + SLAG.,长石：1400 K 以上的长石 + 热助熔剂 -> 熔融玻璃 + 炉渣。,Use it as glassmaking feedstock.,用作玻璃原料。,Glassmaking ceramic flux and mineral melting.,玻璃制造、陶瓷助熔和矿物熔融实验。,Molten glass and hot slag require refractory vessels.,熔融玻璃和高温炉渣需要耐火容器。
OMNI_PT_CEMT,Cement: cool CEMT + clean water -> hydrated CEMT; ninety updates -> CNCT.,水泥：低温水泥 + 清水 -> 水合水泥；九十次更新后 -> 混凝土。,Add one clean water particle and wait.,加入一个清水粒子后等待固化。,Concrete production curing timing and construction tests.,混凝土制备、固化计时和建筑材料实验。,Water use and premature heating can disrupt curing.,用水量和过早加热会干扰固化。
OMNI_PT_ALCR,Alumina Ceramic: hot ALOX above 1700 K beside SPRK(NCRM) -> ALCR.,氧化铝陶瓷：1700 K 以上的氧化铝靠近通电镍铬 -> 氧化铝陶瓷。,Sinter it with a powered heater.,用通电加热体烧结。,Electrical insulation refractory structures and pressure comparison.,电气绝缘、耐火结构和压力对比实验。,Extreme sintering heat and brittle loading require shielding.,极端烧结热和脆性载荷需要防护。
OMNI_PT_BSGL,Borosilicate Glass: molten GLAS + B above 1900 K beside SPRK(NCRM) -> molten BSGL.,硼硅玻璃：1900 K 以上的熔融玻璃 + 硼靠近通电镍铬 -> 熔融硼硅玻璃。,Cast it through the powered recipe.,通过通电配方铸造。,Heat-resistant optical vessels and pressure-shock comparison.,耐热光学容器和压力冲击对比实验。,Molten glass boron and broken fragments require isolation.,熔融玻璃、硼和破碎碎片需要隔离。
OMNI_PT_QGLS,Quartz Glass: molten QRTZ above 2000 K + water -> QGLS + WTRV under a quench chance.,石英玻璃：2000 K 以上熔融石英 + 水 -> 石英玻璃 + 蒸汽并受淬冷概率控制。,Quench a small molten quartz sample.,水淬少量熔融石英。,High-temperature windows refraction and thermal-shock experiments.,高温窗口、折射和热冲击实验。,Molten quartz steam and pressure require remote handling.,熔融石英、蒸汽和压力需要远程处理。
OMNI_PT_RFBK,Refractory Brick: BRCK + ALOX above 1300 K beside SPRK(NCRM) -> two RFBK.,耐火砖：1300 K 以上的砖 + 氧化铝靠近通电镍铬 -> 两份耐火砖。,Fire the alumina-rich recipe.,烧制富氧化铝配方。,Furnace lining heat barriers and extreme quench tests.,炉衬、隔热结构和极端水淬实验。,Very hot brick can crack and flash local water to steam.,极热耐火砖仍会开裂并使邻水闪蒸。
OMNI_PT_H2IS,Hydrogen-2: DTER + one local NEUT -> TRIT; local FIRE PLSM or LAVA ignites it.,氢-2：氢-2 + 一个邻近中子 -> 氢-3；邻近火焰、等离子体或熔岩会将其点燃。,,,Stable-isotope neutron capture ignition and fuel-cycle comparisons.,稳定核素俘获中子、点火和燃料循环对比实验。,Hydrogen-2 ignites beside fire plasma or lava.,氢-2 在火焰、等离子体或熔岩旁会被点燃。
OMNI_PT_H3IS,Hydrogen-3: compressed lifetime expiry -> HE + one ELEC; local FIRE PLSM or LAVA can ignite it first.,氢-3：压缩寿命结束 -> 氦 + 一个寿命电子；邻近火焰、等离子体或熔岩也可能先将其点燃。,Irradiate DTER with one neutron.,用一个中子照射氢-2。,Tritium beta-decay heat ignition and shielding experiments.,氚贝塔衰变热、点火和屏蔽实验。,Radioactive flammable gas and emitted electrons can spread through openings.,可燃放射性气体和发射的电子可穿过开口扩散。
OMNI_PT_C14I,Carbon-14: compressed lifetime expiry -> N + one ELEC.,碳-14：压缩寿命结束 -> 氮 + 一个寿命电子。,,,Long-lived tracer and beta-decay containment tests.,长寿命示踪和贝塔衰变隔离实验。,Dispersed radioactive powder remains active for many updates.,弥散的放射性粉末会持续多个更新周期。
OMNI_PT_CO60,Cobalt-60: COBT + NEUT -> COGM; lifetime expiry -> NICL + PHOT.,钴-60：钴 + 中子 -> 钴-60；寿命结束 -> 镍 + 光子。,Activate solid cobalt with one neutron.,用一个中子活化固态钴。,Gamma-source irradiation decay heat and shielding tests.,伽马源照射、衰变热和屏蔽实验。,Strong photons and heat require remote handling.,强光子和热量需要远程操作。
OMNI_PT_SR90,Strontium-90: fissile-isotope product; lifetime expiry -> Y + ELEC.,锶-90：易裂变核素产物；寿命结束 -> 钇 + 电子。,Collect one fission-product outcome.,收集一种裂变产物。,Persistent waste and beta-source experiments.,持久废物和贝塔源实验。,Long-lived electron emission and heat require shielding.,长寿命电子辐射和热量需要屏蔽。
OMNI_PT_I131,Iodine-131: fissile-isotope product; lifetime expiry -> XE + PHOT.,碘-131：易裂变核素产物；寿命结束 -> 氙 + 光子。,Collect one fission-product outcome.,收集一种裂变产物。,Volatile contamination and short gamma-decay tests.,易挥发污染和短寿命伽马衰变实验。,Low melting radioactive iodine can spread when heated.,低熔点放射性碘受热后会扩散。
OMNI_PT_CS37,Caesium-137: fissile-isotope product; lifetime expiry -> BA + PHOT.,铯-137：易裂变核素产物；寿命结束 -> 钡 + 光子。,Collect one fission-product outcome.,收集一种裂变产物。,Mobile contamination gamma-source and waste tests.,易迁移污染、伽马源和废物实验。,Low-melting radioactive material can escape damaged containers.,低熔点放射性材料可从受损容器逸出。
OMNI_PT_TH32,Thorium-232: THRT + NEUT -> NFUL; lifetime expiry -> RA + HE.,钍-232：钍-232 + 中子 -> 核燃料；寿命结束 -> 镭 + 氦。,,,Breeding alpha-decay and reactor-feedstock experiments.,增殖、阿尔法衰变和反应堆原料实验。,Activated fuel and long-lived alpha activity require shielding.,活化燃料和长寿命阿尔法活性需要屏蔽。
OMNI_PT_U235,Uranium-235: UFIS + NEUT + MODR without CROD -> SRBT|IODR|CSGM + one NEUT.,铀-235：无控制棒时铀-235 + 中子 + 慢化剂 -> 锶-90|碘-131|铯-137 + 一个中子。,,,Controlled fission chain and waste-product experiments.,受控裂变链和废物产物实验。,Fission releases high heat pressure radiation and radioactive products.,裂变会释放高热、压力、辐射和放射性产物。
OMNI_PT_U238,Uranium-238: UFRT + one local NEUT -> PUTF with heat.,铀-238：铀-238 + 一个邻近中子 -> 钚-239并释放热量。,,,Breeding neutron absorption and isotope comparison tests.,增殖、中子吸收和核素对比实验。,Activation creates fissile plutonium and adds heat.,活化会产生易裂变钚并增加热量。
OMNI_PT_PU39,Plutonium-239: PUTF + NEUT + MODR without CROD -> SRBT|IODR|CSGM + one NEUT.,钚-239：无控制棒时钚-239 + 中子 + 慢化剂 -> 锶-90|碘-131|铯-137 + 一个中子。,Breed it from UFRT with one neutron.,用一个中子从铀-238育成。,Breeding controlled fission and hot-fuel experiments.,增殖、受控裂变和高温燃料实验。,Fission heat pressure and radioactive waste require shielding.,裂变热、压力和放射性废物需要屏蔽。
OMNI_PT_AM41,Americium-241: compressed lifetime expiry -> NP + one HE particle.,镅-241：压缩寿命结束 -> 镎 + 一个氦粒子。,,,Alpha-source detector and waste-storage experiments.,阿尔法源、探测器和废物储存实验。,Decay heat and helium production require containment.,衰变热和氦生成需要隔离。
OMNI_PT_CF52,Californium-252: lifetime expiry -> CM + NEUT; induced fission yields one product and NEUT.,锎-252：寿命结束 -> 锔 + 中子；诱发裂变生成一个产物和中子。,,,Neutron startup activation and shielding experiments.,中子启动、活化和屏蔽实验。,Short lifetime high heat and neutrons can trigger nearby reactions.,短寿命、高热和中子可触发邻近反应。
OMNI_PT_CH4M,CO2 + H2 beside CATA at 500 to 850 K -> MTHN + WATR; hot MTHN + steam + CATA -> H2 + COMO.,二氧化碳 + 氢在 500 至 850 K 催化剂旁 -> 甲烷 + 水；高温甲烷 + 蒸汽 + 催化剂 -> 氢 + 一氧化碳。,Use the catalytic methane route.,使用催化甲烷路线。,Light fuel gas and steam-reforming feedstock.,轻质燃气和蒸汽重整原料。,Highly flammable gas and carbon monoxide products require ventilation.,高可燃气体和一氧化碳产物需要通风。
OMNI_PT_ETHA,Hot ETHA + CATA -> ETHE + one H2.,高温乙烷 + 催化剂 -> 乙烯 + 一粒氢。,Obtain it from butane cracking.,从丁烷裂化取得。,Fuel gas and ethylene feedstock.,燃气和乙烯原料。,Flammable gas and released hydrogen can spread fire.,可燃气体和释放的氢会传播火焰。
OMNI_PT_PROP,Hot PROP + CATA -> ETHE + MTHN; pressure above 8 converts it to oil.,高温丙烷 + 催化剂 -> 乙烯 + 甲烷；压力高于 8 时转为油。,,,Fuel storage pressure and cracking experiments.,燃料储存、压力和裂化实验。,Pressure and ignition can rapidly change the gas.,压力和点火会快速改变气体。
OMNI_PT_BUTA,Hot BUTA + CATA -> ETHE + ETHA; pressure above 5 converts it to oil.,高温丁烷 + 催化剂 -> 乙烯 + 乙烷；压力高于 5 时转为油。,,,Dense fuel gas and staged hydrocarbon cracking.,高密度燃气和分级烃裂化。,It liquefies easily and remains strongly flammable.,其容易液化且仍然高度可燃。
OMNI_PT_ETHE,2 ETHE beside CATA at 430 to 650 K -> 2 POLY.,两份乙烯在 430 至 650 K 催化剂旁 -> 两份聚乙烯。,Crack ethane propane or butane or place it directly.,裂化乙烷、丙烷或丁烷。,Reactive polyethylene feedstock and fuel gas.,活泼聚乙烯原料和燃气。,Flammable gas can polymerise or ignite near heat.,可燃气体在热源附近会聚合或点燃。
OMNI_PT_METH,METH + O2 + CATA at 450 to 700 K -> COMO + WATR; BENZ + METH + hot CATA -> TOLU + WATR.,甲醇 + 氧气 + 催化剂在 450 至 700 K -> 一氧化碳 + 水；苯 + 甲醇 + 高温催化剂 -> 甲苯 + 水。,,,Solvent oxidation and aromatic synthesis feedstock.,溶剂氧化和芳香合成原料。,Toxic flammable vapour and carbon monoxide spread through openings.,有毒可燃蒸气和一氧化碳会穿过开口扩散。
OMNI_PT_ACET,2 hot ACTA beside CATA -> ACET + CO2 + WATR.,两份高温乙酸在催化剂旁 -> 丙酮 + 二氧化碳 + 水。,Use acetic-acid ketonisation.,使用乙酸酮化。,Volatile solvent and phase-behaviour experiments.,挥发性溶剂和相态行为实验。,Toxic flammable vapour spreads rapidly when heated.,有毒可燃蒸气受热后快速扩散。
OMNI_PT_BENZ,3 ACTY beside CATA at 750 K or higher -> BENZ.,三份乙炔在至少 750 K 的催化剂旁 -> 苯。,Use catalytic cyclisation.,使用催化环化。,Aromatic solvent and toluene feedstock.,芳香溶剂和甲苯原料。,Toxic flammable liquid and vapour require containment.,有毒可燃液体和蒸气需要密闭。
OMNI_PT_TOLU,BENZ + METH beside CATA at 500 K or higher -> TOLU + WATR.,苯 + 甲醇在至少 500 K 的催化剂旁 -> 甲苯 + 水。,Use benzene methylation.,使用苯甲基化。,Aromatic solvent fuel and organic feedstock.,芳香溶剂、燃料和有机原料。,Toxic flammable vapour spreads on heating.,有毒可燃蒸气受热后扩散。
OMNI_PT_GLYC,FATS + CAUS at 330 to 450 K -> SOAP + GLYC; warm GLYC + NITA -> game-only NITR + WATR.,油脂 + 苛性物质在 330 至 450 K -> 肥皂 + 甘油；温热甘油 + 硝酸 -> 纯游戏硝化甘油 + 水。,Recover it from fat saponification.,从油脂皂化回收。,Viscous feedstock and high-energy comparison.,黏稠原料和高能对比实验。,Hot nitric acid contact creates pressure-sensitive NITR only as an abstract game reaction.,热硝酸接触只以抽象游戏反应生成压敏硝化甘油。
OMNI_PT_ACTA,ETHL + O2 beside CATA at 330 to 520 K -> ACTA + WATR; 2 hot ACTA -> ACET + CO2 + WATR.,乙醇 + 氧气在 330 至 520 K 催化剂旁 -> 乙酸 + 水；两份高温乙酸 -> 丙酮 + 二氧化碳 + 水。,Oxidise ethanol through the route.,通过路线氧化乙醇。,Weak organic acid and acetone feedstock.,弱有机酸和丙酮原料。,Corrosive toxic liquid becomes volatile when heated.,腐蚀性有毒液体受热后挥发。
OMNI_PT_UREA,2 AMON + CO2 beside CATA at 430 to 650 K and pressure at least 2 -> UREA + WATR; wet warm UREA hydrolyses.,两份氨 + 二氧化碳在 430 至 650 K 且压力至少为 2 的催化剂旁 -> 尿素 + 水；温热湿尿素会水解。,Use the pressurised synthesis.,使用加压合成。,Nitrogen fertilizer feedstock and hydrolysis experiment.,含氮肥料原料和水解实验。,Heating or hydrolysis releases ammonia-bearing products.,加热或水解会释放含氨产物。
OMNI_PT_FATS,FATS + CAUS at 330 to 450 K -> SOAP + GLYC.,油脂 + 苛性物质在 330 至 450 K -> 肥皂 + 甘油。,,,Soap glycerol and viscous organic-material experiments.,肥皂、甘油和黏稠有机材料实验。,Hot fat burns or decomposes into smoke while caustic contact reacts.,高温油脂会燃烧或分解成烟且与苛性物质反应。
OMNI_PT_GLUC,Warm STRC or CELU beside WATR and CATA -> GLUC; GLUC + WATR beside YEST -> ETHL + CO2.,温热淀粉或纤维素在水和催化剂旁 -> 葡萄糖；葡萄糖 + 水在酵母旁 -> 乙醇 + 二氧化碳。,Obtain it through biomass hydrolysis.,通过生物质水解制得。,Fermentation and carbohydrate-processing experiments.,发酵和糖类加工实验。,Heat produces smoke and fermentation releases carbon dioxide.,受热会产生烟且发酵会释放二氧化碳。
OMNI_PT_STRC,STRC + WATR beside CATA at 330 to 400 K -> GLUC while water remains.,淀粉 + 水在 330 至 400 K 催化剂旁 -> 葡萄糖且水保留。,,,Glucose feedstock and hydrolysis comparison.,葡萄糖原料和水解对比。,Strong heat ignites the powder.,强热会点燃粉末。
OMNI_PT_CELU,CELU + WATR beside CATA at 360 to 500 K -> GLUC while water remains.,纤维素 + 水在 360 至 500 K 催化剂旁 -> 葡萄糖且水保留。,,,Biomass fibre hydrolysis and solid-fuel comparison.,生物质纤维水解和固体燃料对比。,Strong heat ignites it.,强热会将其点燃。
OMNI_PT_PRPE,2 PRPE beside CATA at 430 to 650 K -> 2 PPLY.,两份丙烯在 430 至 650 K 催化剂旁 -> 两份聚丙烯。,,,Polypropylene feedstock and gas experiments.,聚丙烯原料和气体实验。,Flammable gas ignites near heat.,可燃气体在热源旁会点燃。
OMNI_PT_BDIE,2 BDIE beside CATA at 400 to 650 K -> 2 RUBR.,两份丁二烯在 400 至 650 K 催化剂旁 -> 两份橡胶。,,,Rubber production and reactive-gas comparison.,橡胶生产和活泼气体对比。,Highly flammable gas spreads ignition.,高可燃气体会扩散火焰。
OMNI_PT_VCHL,2 VCHL beside CATA at 430 to 650 K -> 2 PVCL.,两份氯乙烯在 430 至 650 K 催化剂旁 -> 两份聚氯乙烯。,,,PVCL feedstock and toxic-gas containment.,聚氯乙烯原料和有毒气体围堵。,Toxic flammable monomer gas requires barriers and ventilation.,有毒可燃单体气体需要屏障和通风。
OMNI_PT_STYR,2 STYR beside CATA at 360 to 410 K -> 2 PSTY.,两份苯乙烯在 360 至 410 K 催化剂旁 -> 两份聚苯乙烯。,,,Polystyrene production and solvent comparison.,聚苯乙烯生产和溶剂对比。,Toxic flammable vapour forms when heated.,受热会形成有毒可燃蒸气。
OMNI_PT_TFET,2 TFET beside CATA at 450 to 700 K -> 2 PTFE.,两份四氟乙烯在 450 至 700 K 催化剂旁 -> 两份聚四氟乙烯，此为材料反应。,,,PTFE feedstock and gas-containment experiments.,聚四氟乙烯原料和气体围堵实验。,Reactive toxic gas must be kept from heat and flame.,活泼有毒气体必须远离热源和火焰。
OMNI_PT_ADIP,ADIP + DIAM beside CATA at 420 to 650 K -> NYLN + WATR.,己二酸 + 己二胺在 420 至 650 K 催化剂旁 -> 尼龙 + 水。,Use the nylon route.,使用尼龙路线。,Nylon feedstock and organic-acid powder experiments.,尼龙原料和有机酸粉末实验。,Heat decomposes it into smoke.,受热会分解成烟。
OMNI_PT_DIAM,DIAM + ADIP beside CATA at 420 to 650 K -> WATR + NYLN.,己二胺 + 己二酸在 420 至 650 K 催化剂旁 -> 水 + 尼龙。,,,Nylon feedstock and toxic-powder containment.,尼龙原料和有毒粉末围堵。,Toxic powder decomposes under heat.,有毒粉末会在受热时分解。
OMNI_PT_ERES,2 ERES beside CATA at 330 to 450 K -> 2 EPXY.,两份环氧树脂在 330 至 450 K 催化剂旁 -> 两份固化环氧。,,,Thermoset curing and coating-flow experiments.,热固化和涂层流动实验。,Strong heat produces smoke.,强热会产生烟。
OMNI_PT_PPLY,Produced by PRPE pair polymerisation.,通过丙烯配对聚合制得。,Use as a light thermoplastic distinct from polyethylene.,用作不同于聚乙烯的轻质热塑材料。,Insulation softening and combustion comparison.,绝缘、软化和燃烧对比。,Heat softens it into the molten wax and may ignite it.,受热会软化成熔蜡并可能点燃。
OMNI_PT_PVCL,Produced by VCHL pair polymerisation; at 650 K or higher it yields one CHLR and SMKE event.,通过氯乙烯配对聚合制得；达到 650 K 时产生一次氯气和烟事件。,,,Plastic construction and controlled decomposition experiments.,塑料构造和受控分解实验。,Strong heat releases toxic chlorine and smoke.,强热会释放有毒氯气和烟。
OMNI_PT_PSTY,Produced by STYR pair polymerisation.,通过苯乙烯配对聚合制得。,Use as light brittle insulation.,用作轻质脆性绝缘材料。,Thermoplastic softening and burn comparison.,热塑软化和燃烧对比。,It softens and burns earlier than nylon or PTFE.,其软化和燃烧早于尼龙或聚四氟乙烯。
OMNI_PT_NYLN,ADIP + DIAM beside warm CATA -> NYLN + WATR.,己二酸 + 己二胺在温热催化剂旁 -> 尼龙 + 水。,,,Mechanical and thermal polymer comparison.,聚合物机械和热性能对比。,Strong heat softens or burns it.,强热会使其软化或燃烧。
OMNI_PT_RUBR,Produced by BDIE pair polymerisation; extreme pressure -> PSTE deformation material.,通过丁二烯配对聚合制得；极端压力 -> 糊状物变形。,,,Flexible seals insulation and pressure experiments.,柔性密封、绝缘和压力实验。,Heat burns it and extreme pressure permanently deforms the material.,受热会燃烧且极端压力会使材料永久变形。
OMNI_PT_EPXY,Produced by ERES curing.,通过环氧树脂固化制得。,Use as a hard insulating thermoset binder.,用作坚硬绝缘热固粘结材料。,Heat-resistant construction and polymer comparison.,耐热构造和聚合物对比。,Extreme heat decomposes it into smoke.,极端高温会使其分解成烟。
OMNI_PT_PTFE,Produced by TFET pair polymerisation.,通过四氟乙烯配对聚合制得。,Use as non-flammable high-temperature insulation.,用作不可燃高温绝缘材料。,High-temperature and low-conductivity polymer comparison.,高温和低导热聚合物对比。,Only extreme heat reaches its smoke transition.,只有极端高温才会达到其烟化相变。
OMNI_PT_BITM,2 OIL beside CATA at 650 K or higher -> BITM + GAS.,两粒石油在至少 650 K 的催化剂旁 -> 沥青 + 气体。,Heat OIL beside CATA at 650 K or higher.,在 650 K 以上加热催化剂旁的石油。,Paving binder petroleum residue and softening experiments.,铺装粘结料、石油残余物和软化实验。,Heat softens it back into flammable OIL.,受热会软化回可燃石油。
OMNI_PT_EACT,ACTA + ETHL beside CATA at 350 to 500 K -> EACT + WATR.,乙酸 + 乙醇在 350 至 500 K 催化剂旁 -> 乙酸乙酯 + 水。,Use esterification.,使用酯化。,Volatile solvent and organic phase experiments.,挥发性溶剂和有机相态实验。,Toxic flammable vapour forms at low heat.,低温加热即可形成有毒可燃蒸气。
OMNI_PT_GAAS,GALL + ARSN beside CATA at 1100 to 1700 K -> 2 GAAS. Light striking GAAS creates SPRK.,镓 + 砷在 1100 至 1700 K 的催化剂旁 -> 2 份砷化镓；光照砷化镓会产生火花。,Combine hot gallium and arsenic beside a catalyst.,在催化剂旁加热镓和砷制得。,Photoconductive switching and compound-semiconductor experiments.,光电开关和化合物半导体实验。,Arsenic-bearing feedstock and molten material are toxic and hot.,含砷原料有毒，熔融材料温度很高。
OMNI_PT_GANI,GALL + NTRG beside CATA at 1300 to 2100 K and pressure 2 or higher -> 2 GANI; SPRK emits blue PHOT.,镓 + 氮在 1300 至 2100 K、压力不低于 2 的催化剂旁 -> 2 份氮化镓；通电时发出蓝光。,React hot gallium with nitrogen under pressure beside a catalyst.,在加压催化环境中使高温镓与氮反应。,Blue-light emission and high-temperature semiconductor experiments.,蓝光发射和高温半导体实验。,Hot pressurised synthesis and bright discharge require shielding.,高温加压合成和强光放电需要防护。
